T,X,Y,V,phi,spikes
591,132.17,-80.271,8.1325,-1.4099,0
592,132.17,-80.276,8.1942,-1.4097,0
593,132.17,-80.281,8.2546,-1.4095,0
594,132.18,-80.286,8.3135,-1.4094,0
595,132.18,-80.296,8.3706,-1.4094,0
596,132.18,-80.305,8.4257,-1.4094,0
597,132.18,-80.314,8.4783,-1.4094,0
598,132.18,-80.324,8.5283,-1.4095,0
599,132.18,-80.333,8.5754,-1.4096,0
600,132.19,-80.342,8.6194,-1.4098,0
601,132.19,-80.352,8.6601,-1.41,0
602,132.19,-80.361,8.6972,-1.4103,0
603,132.19,-80.37,8.7306,-1.4107,0
604,132.19,-80.38,8.76,-1.4111,0
605,132.19,-80.389,8.7855,-1.4115,0
606,132.2,-80.398,8.8067,-1.4121,0
607,132.2,-80.408,8.8237,-1.4126,0
608,132.2,-80.417,8.8364,-1.4133,0
609,132.2,-80.426,8.8447,-1.4139,0
610,132.2,-80.436,8.8486,-1.4147,0
611,132.2,-80.449,8.848,-1.4155,0
612,132.2,-80.463,8.8431,-1.4163,0
613,132.2,-80.476,8.8338,-1.4172,0
614,132.2,-80.489,8.8202,-1.4182,0
615,132.2,-80.498,8.8024,-1.4192,0
616,132.21,-80.507,8.7806,-1.4202,0
617,132.21,-80.516,8.7548,-1.4213,1
618,132.21,-80.525,8.7252,-1.4225,0
619,132.21,-80.534,8.692,-1.4238,0
620,132.21,-80.542,8.6554,-1.425,0
621,132.21,-80.551,8.6156,-1.4264,0
622,132.21,-80.56,8.5727,-1.4278,0
623,132.21,-80.569,8.527,-1.4292,0
624,132.22,-80.578,8.4789,-1.4308,0
625,132.22,-80.586,8.4284,-1.4324,0
626,132.22,-80.592,8.3759,-1.434,0
627,132.22,-80.598,8.3216,-1.4357,0
628,132.22,-80.605,8.2658,-1.4375,0
629,132.22,-80.611,8.2088,-1.4393,0
630,132.22,-80.617,8.1507,-1.4412,0
631,132.22,-80.624,8.092,-1.4432,0
632,132.22,-80.63,8.0329,-1.4452,0
633,132.22,-80.636,7.9735,-1.4473,0
634,132.22,-80.643,7.9143,-1.4494,0
635,132.23,-80.649,7.8553,-1.4516,0
636,132.23,-80.655,7.7969,-1.4539,0
637,132.23,-80.662,7.7392,-1.4563,0
638,132.23,-80.668,7.6825,-1.4587,0
639,132.23,-80.674,7.627,-1.4612,0
640,132.23,-80.681,7.5729,-1.4637,0
641,132.23,-80.691,7.5203,-1.4663,0
642,132.23,-80.7,7.4694,-1.469,0
643,132.23,-80.709,7.4203,-1.4717,0
644,132.23,-80.719,7.3732,-1.4745,0
645,132.23,-80.724,7.3282,-1.4774,1
646,132.23,-80.73,7.2854,-1.4803,0
647,132.24,-80.735,7.2449,-1.4832,0
648,132.24,-80.741,7.2068,-1.4862,0
649,132.24,-80.746,7.171,-1.4892,0
650,132.24,-80.751,7.1377,-1.4923,0
651,132.24,-80.757,7.1069,-1.4954,1
652,132.24,-80.762,7.0787,-1.4986,0
653,132.24,-80.768,7.0529,-1.5018,0
654,132.24,-80.774,7.0297,-1.505,0
655,132.24,-80.781,7.0089,-1.5082,0
656,132.24,-80.788,6.9907,-1.5115,0
657,132.24,-80.794,6.9749,-1.5148,0
658,132.24,-80.801,6.9615,-1.518,0
659,132.24,-80.807,6.9505,-1.5213,0
660,132.24,-80.814,6.9419,-1.5246,0
661,132.24,-80.82,6.9356,-1.5279,0
662,132.24,-80.827,6.9315,-1.5312,0
663,132.24,-80.833,6.9295,-1.5344,0
664,132.24,-80.84,6.9298,-1.5377,0
665,132.24,-80.847,6.9321,-1.5409,0
666,132.24,-80.859,6.9365,-1.5441,0
667,132.24,-80.87,6.9429,-1.5473,0
668,132.24,-80.881,6.9512,-1.5505,0
669,132.24,-80.893,6.9614,-1.5536,0
670,132.24,-80.904,6.9735,-1.5567,0
671,132.24,-80.915,6.9875,-1.5597,0
672,132.24,-80.926,7.0032,-1.5627,0
673,132.24,-80.933,7.0207,-1.5657,0
674,132.24,-80.94,7.04,-1.5686,0
675,132.24,-80.948,7.061,-1.5714,1
676,132.24,-80.955,7.0838,-1.5742,0
677,132.24,-80.962,7.1083,-1.577,0
678,132.24,-80.969,7.1346,-1.5796,0
679,132.24,-80.977,7.1625,-1.5822,0
680,132.24,-80.984,7.1922,-1.5847,0
681,132.24,-80.991,7.2236,-1.5872,0
682,132.24,-80.998,7.2567,-1.5896,0
683,132.24,-81.005,7.2916,-1.5919,0
684,132.24,-81.012,7.3281,-1.5941,0
685,132.24,-81.019,7.3664,-1.5962,0
686,132.24,-81.025,7.4064,-1.5983,0
687,132.24,-81.031,7.4481,-1.6002,0
688,132.24,-81.038,7.4915,-1.6021,0
689,132.24,-81.044,7.5366,-1.6039,0
690,132.24,-81.05,7.5833,-1.6056,0
691,132.24,-81.056,7.6317,-1.6072,0
692,132.24,-81.063,7.6816,-1.6087,0
693,132.24,-81.069,7.7331,-1.6102,0
694,132.24,-81.075,7.786,-1.6115,0
695,132.24,-81.081,7.8403,-1.6128,0
696,132.24,-81.088,7.896,-1.6139,0
697,132.24,-81.094,7.9529,-1.615,0
698,132.24,-81.1,8.0109,-1.616,0
699,132.24,-81.107,8.07,-1.6169,0
700,132.24,-81.117,8.1299,-1.6178,0
701,132.24,-81.128,8.1906,-1.6186,0
702,132.24,-81.138,8.2519,-1.6193,0
703,132.24,-81.149,8.3136,-1.6199,0
704,132.24,-81.157,8.3756,-1.6205,0
705,132.24,-81.162,8.4377,-1.621,0
706,132.24,-81.168,8.4997,-1.6215,0
707,132.23,-81.174,8.5613,-1.6219,0
708,132.23,-81.179,8.6225,-1.6223,0
709,132.23,-81.185,8.6829,-1.6226,0
710,132.23,-81.191,8.7423,-1.6229,0
711,132.23,-81.196,8.8005,-1.6231,0
712,132.23,-81.203,8.8572,-1.6234,0
713,132.23,-81.213,8.9123,-1.6236,0
714,132.23,-81.223,8.9654,-1.6237,0
715,132.23,-81.233,9.0163,-1.6239,0
716,132.23,-81.243,9.0647,-1.6241,0
717,132.23,-81.253,9.1104,-1.6242,0
718,132.23,-81.263,9.1532,-1.6244,0
719,132.23,-81.274,9.1928,-1.6245,0
720,132.23,-81.284,9.2289,-1.6247,0
721,132.23,-81.294,9.2614,-1.6249,0
722,132.23,-81.304,9.2901,-1.625,0
723,132.23,-81.315,9.3146,-1.6252,0
724,132.23,-81.327,9.3349,-1.6255,0
725,132.23,-81.34,9.3507,-1.6257,0
726,132.23,-81.353,9.3619,-1.626,0
727,132.23,-81.366,9.3682,-1.6263,0
728,132.23,-81.379,9.3697,-1.6266,0
729,132.23,-81.392,9.3661,-1.627,0
730,132.23,-81.404,9.3573,-1.6274,0
731,132.23,-81.416,9.3433,-1.6278,0
732,132.23,-81.425,9.3239,-1.6283,0
733,132.22,-81.433,9.2993,-1.6289,0
734,132.22,-81.442,9.2692,-1.6294,0
735,132.22,-81.45,9.2338,-1.6301,0
736,132.22,-81.459,9.1929,-1.6307,0
737,132.22,-81.467,9.1468,-1.6314,0
738,132.22,-81.476,9.0954,-1.6322,0
739,132.22,-81.485,9.0387,-1.633,0
740,132.22,-81.493,8.977,-1.6339,0
741,132.21,-81.502,8.9102,-1.6348,0
742,132.21,-81.51,8.8386,-1.6358,0
743,132.21,-81.518,8.7622,-1.6368,0
744,132.21,-81.524,8.6813,-1.6379,0
745,132.21,-81.53,8.596,-1.6391,0
746,132.21,-81.535,8.5066,-1.6402,0
747,132.21,-81.541,8.4131,-1.6415,0
748,132.21,-81.547,8.3159,-1.6428,0
749,132.21,-81.553,8.2152,-1.6441,0
750,132.21,-81.558,8.1112,-1.6455,0
751,132.21,-81.564,8.0042,-1.6469,0
752,132.21,-81.57,7.8944,-1.6484,0
753,132.21,-81.576,7.782,-1.6499,0
754,132.21,-81.581,7.6674,-1.6515,0
755,132.21,-81.587,7.5509,-1.653,0
756,132.21,-81.593,7.4326,-1.6546,0
757,132.21,-81.599,7.3128,-1.6563,0
758,132.21,-81.605,7.1919,-1.6579,0
759,132.2,-81.616,7.07,-1.6596,0
760,132.2,-81.627,6.9475,-1.6612,0
761,132.2,-81.639,6.8245,-1.6629,0
762,132.2,-81.65,6.7014,-1.6646,1
763,132.2,-81.658,6.5783,-1.6662,0
764,132.2,-81.665,6.4555,-1.6678,0
765,132.2,-81.672,6.3332,-1.6694,0
766,132.2,-81.68,6.2116,-1.6709,0
767,132.2,-81.687,6.091,-1.6724,0
768,132.2,-81.694,5.9714,-1.6739,0
769,132.2,-81.702,5.8531,-1.6753,0
770,132.2,-81.709,5.7363,-1.6766,0
771,132.2,-81.716,5.621,-1.6778,0
772,132.2,-81.723,5.5074,-1.6789,0
773,132.2,-81.727,5.3956,-1.6799,0
774,132.2,-81.731,5.2858,-1.6808,0
775,132.2,-81.735,5.178,-1.6815,0
776,132.2,-81.739,5.0722,-1.6821,0
777,132.2,-81.743,4.9686,-1.6826,0
778,132.2,-81.747,4.8673,-1.6829,0
779,132.2,-81.751,4.7681,-1.6831,0
780,132.2,-81.755,4.6712,-1.6831,0
781,132.2,-81.759,4.5765,-1.6828,0
782,132.2,-81.763,4.4841,-1.6825,0
783,132.2,-81.767,4.394,-1.6819,0
784,132.19,-81.77,4.3061,-1.6811,0
785,132.19,-81.774,4.2203,-1.6801,0
786,132.19,-81.778,4.1367,-1.6789,0
787,132.19,-81.782,4.0551,-1.6775,0
788,132.19,-81.786,3.9756,-1.6759,0
789,132.19,-81.79,3.8981,-1.6741,0
790,132.19,-81.794,3.8224,-1.6722,0
791,132.19,-81.796,3.7485,-1.67,0
792,132.19,-81.799,3.6764,-1.6676,0
793,132.19,-81.801,3.6059,-1.665,0
794,132.19,-81.803,3.5369,-1.6623,0
795,132.19,-81.806,3.4693,-1.6594,0
796,132.19,-81.808,3.4031,-1.6563,0
797,132.19,-81.81,3.3381,-1.6531,0
798,132.19,-81.813,3.2743,-1.6497,0
799,132.19,-81.815,3.2115,-1.6462,0
800,132.19,-81.818,3.1496,-1.6426,0
801,132.19,-81.822,3.0886,-1.6389,0
802,132.19,-81.827,3.0283,-1.6351,0
803,132.19,-81.831,2.9686,-1.6312,0
804,132.19,-81.835,2.9096,-1.6272,0
805,132.19,-81.84,2.851,-1.6232,0
806,132.19,-81.844,2.7927,-1.6191,0
807,132.19,-81.848,2.7348,-1.615,0
808,132.19,-81.852,2.6772,-1.6109,0
809,132.19,-81.857,2.6197,-1.6068,0
810,132.19,-81.861,2.5624,-1.6027,0
811,132.19,-81.865,2.5051,-1.5986,0
812,132.19,-81.866,2.4478,-1.5945,0
813,132.19,-81.868,2.3905,-1.5905,0
814,132.19,-81.87,2.3332,-1.5865,0
815,132.19,-81.871,2.2758,-1.5826,0
816,132.19,-81.873,2.2183,-1.5787,0
817,132.19,-81.875,2.1607,-1.5749,0
818,132.19,-81.877,2.1029,-1.5712,0
819,132.19,-81.878,2.0451,-1.5676,0
820,132.19,-81.88,1.9872,-1.5641,0
821,132.19,-81.882,1.9291,-1.5607,0
822,132.19,-81.883,1.871,-1.5574,0
823,132.19,-81.885,1.8129,-1.5543,0
824,132.19,-81.887,1.7547,-1.5512,0
825,132.19,-81.888,1.6966,-1.5483,0
826,132.19,-81.889,1.6386,-1.5455,0
827,132.19,-81.89,1.5807,-1.5429,0
828,132.19,-81.891,1.5229,-1.5405,0
829,132.19,-81.892,1.4655,-1.5382,0
830,132.19,-81.894,1.4083,-1.536,0
831,132.19,-81.895,1.3515,-1.5341,0
832,132.19,-81.896,1.2951,-1.5323,0
833,132.19,-81.897,1.2392,-1.5307,0
834,132.19,-81.898,1.1839,-1.5294,0
835,132.19,-81.899,1.1292,-1.5282,0
836,132.19,-81.9,1.0753,-1.5273,0
837,132.19,-81.901,1.0222,-1.5266,0
838,132.19,-81.902,0.96992,-1.5261,0
839,132.19,-81.903,0.91862,-1.5259,0
840,132.19,-81.904,0.86834,-1.526,0
841,132.19,-81.906,0.81917,-1.5265,0
842,132.19,-81.908,0.77116,-1.5272,0
843,132.19,-81.91,0.72438,-1.5283,0
844,132.19,-81.912,0.67891,-1.5298,0
845,132.19,-81.912,0.6348,-1.5317,0
846,132.19,-81.912,0.59213,-1.5341,0
847,132.19,-81.912,0.55094,-1.537,0
848,132.19,-81.912,0.51128,-1.5405,0
849,132.19,-81.912,0.47322,-1.5446,0
850,132.19,-81.912,0.43678,-1.5494,0
851,132.19,-81.912,0.40202,-1.555,0
852,132.19,-81.912,0.36895,-1.5614,0
853,132.19,-81.912,0.33762,-1.5689,0
854,132.19,-81.912,0.30803,-1.5775,0
855,132.19,-81.912,0.28022,-1.5874,0
856,132.19,-81.912,0.25419,-1.5986,0
857,132.19,-81.912,0.22994,-1.6115,0
858,132.19,-81.912,0.20748,-1.6262,0
859,132.19,-81.912,0.18681,-1.6428,0
860,132.19,-81.912,0.1679,-1.6616,0
861,132.19,-81.912,0.15075,-1.6827,0
862,132.19,-81.912,0.13532,-1.7061,0
863,132.19,-81.912,0.12159,-1.7317,0
864,132.19,-81.912,0.10951,-1.7594,0
865,132.19,-81.912,0.099033,-1.7885,0
866,132.19,-81.912,0.090093,-1.8182,0
867,132.19,-81.912,0.082619,-1.8473,0
868,132.19,-81.912,0.076531,-1.8743,0
869,132.19,-81.912,0.071742,-1.8973,1
870,132.19,-81.912,0.068163,-1.9148,0
871,132.19,-81.912,0.065707,-1.9251,0
872,132.19,-81.912,0.064296,-1.9276,0
873,132.19,-81.912,0.063861,-1.922,0
874,132.19,-81.912,0.064348,-1.909,0
875,132.19,-81.912,0.065703,-1.8898,0
876,132.19,-81.913,0.067878,-1.8658,0
877,132.19,-81.913,0.070823,-1.839,0
878,132.19,-81.913,0.074482,-1.8107,0
879,132.19,-81.913,0.078793,-1.7824,0
880,132.19,-81.913,0.083689,-1.7549,0
881,132.19,-81.913,0.089096,-1.7289,0
882,132.19,-81.914,0.094938,-1.7048,0
883,132.19,-81.914,0.10114,-1.6828,1
884,132.19,-81.914,0.10761,-1.6628,0
885,132.19,-81.914,0.11429,-1.6448,0
886,132.19,-81.914,0.12109,-1.6287,0
887,132.19,-81.914,0.12794,-1.6143,0
888,132.19,-81.915,0.13477,-1.6014,0
889,132.19,-81.915,0.14151,-1.5899,0
890,132.19,-81.915,0.1481,-1.5797,0
891,132.19,-81.915,0.15448,-1.5706,0
892,132.19,-81.915,0.16059,-1.5625,0
893,132.19,-81.915,0.16638,-1.5553,1
894,132.19,-81.916,0.17181,-1.5489,0
895,132.19,-81.916,0.17683,-1.5432,0
896,132.19,-81.916,0.1814,-1.5381,1
897,132.19,-81.916,0.18549,-1.5337,0
898,132.19,-81.916,0.18908,-1.5297,0
899,132.19,-81.916,0.19213,-1.5263,0
900,132.19,-81.917,0.19463,-1.5233,0
901,132.19,-81.917,0.19657,-1.5208,0
902,132.19,-81.917,0.19793,-1.5186,0
903,132.19,-81.917,0.1987,-1.5169,0
904,132.19,-81.917,0.19889,-1.5155,0
905,132.19,-81.917,0.1985,-1.5146,0
906,132.19,-81.918,0.19754,-1.514,0
907,132.19,-81.918,0.19601,-1.5138,0
908,132.19,-81.918,0.19393,-1.514,0
909,132.19,-81.918,0.19132,-1.5146,0
910,132.19,-81.918,0.1882,-1.5156,0
911,132.19,-81.918,0.18459,-1.5171,0
912,132.19,-81.919,0.18052,-1.5191,0
913,132.19,-81.919,0.17601,-1.5217,0
914,132.19,-81.919,0.17109,-1.5248,0
915,132.19,-81.919,0.1658,-1.5286,0
916,132.19,-81.919,0.16016,-1.5331,0
917,132.19,-81.919,0.15422,-1.5384,0
918,132.19,-81.92,0.14801,-1.5445,0
919,132.19,-81.92,0.14157,-1.5517,0
920,132.19,-81.92,0.13493,-1.56,0
921,132.19,-81.92,0.12814,-1.5696,0
922,132.19,-81.92,0.12123,-1.5807,0
923,132.19,-81.92,0.11424,-1.5935,0
924,132.19,-81.92,0.10721,-1.6082,0
925,132.19,-81.92,0.10019,-1.6252,0
926,132.19,-81.92,0.093194,-1.6448,0
927,132.19,-81.92,0.08628,-1.6676,0
928,132.19,-81.92,0.079481,-1.6941,0
929,132.19,-81.92,0.072836,-1.725,0
930,132.19,-81.92,0.066387,-1.7612,0
931,132.19,-81.92,0.060174,-1.8038,0
932,132.19,-81.92,0.054239,-1.8541,0
933,132.19,-81.92,0.048632,-1.914,0
934,132.19,-81.92,0.043401,-1.9853,0
935,132.19,-81.92,0.038602,-2.0705,0
936,132.19,-81.92,0.034297,-2.1721,0
937,132.19,-81.92,0.030552,-2.2926,0
938,132.19,-81.92,0.027434,-2.4331,0
939,132.19,-81.92,0.025,-2.5928,0
940,132.19,-81.92,0.023274,-2.7672,0
941,132.19,-81.92,0.022232,-2.9485,0
942,132.19,-81.92,0.021789,-3.1273,0
943,132.19,-81.92,0.021814,2.9871,0
944,132.19,-81.92,0.022156,2.8327,0
945,132.19,-81.92,0.022676,2.6934,0
946,132.19,-81.92,0.023258,2.5674,0
947,132.19,-81.92,0.02382,2.4518,0
948,132.19,-81.92,0.024309,2.3431,0
949,132.19,-81.92,0.024698,2.2381,0
950,132.19,-81.92,0.024983,2.1336,0
951,132.19,-81.92,0.025185,2.027,0
952,132.19,-81.92,0.025344,1.9158,0
953,132.19,-81.92,0.025519,1.7981,0
954,132.19,-81.92,0.025791,1.673,0
955,132.19,-81.92,0.026254,1.5407,0
956,132.19,-81.92,0.027013,1.4028,0
957,132.19,-81.92,0.028166,1.2625,0
958,132.19,-81.92,0.0298,1.1238,0
959,132.19,-81.92,0.031972,0.99079,0
960,132.19,-81.92,0.034712,0.86714,0
961,132.19,-81.92,0.038021,0.75498,0
962,132.19,-81.92,0.041877,0.65518,0
963,132.19,-81.92,0.046248,0.56755,0
964,132.19,-81.92,0.051094,0.49118,0
965,132.19,-81.92,0.056376,0.4249,0
966,132.19,-81.92,0.062055,0.36746,0
967,132.19,-81.92,0.068091,0.31763,0
968,132.19,-81.92,0.074448,0.27434,0
969,132.19,-81.92,0.081091,0.23662,0
970,132.19,-81.92,0.087984,0.20366,0
971,132.19,-81.92,0.095094,0.17476,0
972,132.19,-81.92,0.10239,0.14932,0
973,132.19,-81.92,0.10983,0.12686,0
974,132.19,-81.92,0.11739,0.10695,0
975,132.19,-81.92,0.12503,0.089244,0
976,132.19,-81.92,0.13272,0.073439,0
977,132.19,-81.92,0.14043,0.059291,0
978,132.19,-81.92,0.14812,0.046585,0
979,132.19,-81.92,0.15575,0.03514,0
980,132.19,-81.92,0.16329,0.024799,0
981,132.19,-81.92,0.1707,0.01543,0
982,132.19,-81.92,0.17796,0.0069158,0
983,132.19,-81.92,0.18503,-0.00084365,0
984,132.19,-81.92,0.19187,-0.0079349,0
985,132.19,-81.92,0.19845,-0.014433,0
986,132.19,-81.92,0.20473,-0.020404,0
987,132.19,-81.92,0.21069,-0.025905,0
988,132.19,-81.92,0.21629,-0.030984,0
989,132.19,-81.92,0.2215,-0.035685,0
990,132.19,-81.92,0.22629,-0.040045,0
991,132.19,-81.92,0.23065,-0.044097,0
992,132.19,-81.92,0.23453,-0.047871,0
993,132.19,-81.92,0.23792,-0.051388,0
994,132.19,-81.92,0.2408,-0.054669,0
995,132.19,-81.92,0.24316,-0.057729,0
996,132.19,-81.92,0.24496,-0.060579,0
997,132.19,-81.92,0.24621,-0.063228,0
998,132.19,-81.92,0.24689,-0.065683,0
999,132.19,-81.92,0.247,-0.067945,0
1000,132.19,-81.92,0.24653,-0.070014,0
1001,132.19,-81.92,0.24549,-0.071884,0
1002,132.19,-81.92,0.24388,-0.073546,0
1003,132.19,-81.92,0.2417,-0.074989,0
1004,132.19,-81.92,0.23897,-0.076195,0
1005,132.19,-81.92,0.23571,-0.077146,0
1006,132.19,-81.92,0.23193,-0.077816,0
1007,132.19,-81.92,0.22767,-0.078171,0
1008,132.19,-81.92,0.22294,-0.078174,0
1009,132.19,-81.92,0.21778,-0.077776,0
1010,132.19,-81.92,0.21222,-0.076922,0
1011,132.19,-81.92,0.20631,-0.075544,0
1012,132.19,-81.92,0.2001,-0.073564,0
1013,132.19,-81.92,0.19362,-0.070892,0
1014,132.19,-81.92,0.18694,-0.067419,1
1015,132.19,-81.92,0.18011,-0.063019,0
1016,132.19,-81.92,0.17319,-0.057545,0
1017,132.2,-81.92,0.16625,-0.050832,0
1018,132.2,-81.92,0.15934,-0.042697,0
1019,132.2,-81.92,0.15256,-0.032938,0
1020,132.2,-81.92,0.14596,-0.021344,1
1021,132.2,-81.92,0.13963,-0.0077009,0
1022,132.2,-81.92,0.13366,0.0081893,0
1023,132.2,-81.92,0.12812,0.026489,0
1024,132.2,-81.92,0.1231,0.047295,0
1025,132.2,-81.92,0.1187,0.070596,0
1026,132.2,-81.92,0.11499,0.096239,0
1027,132.2,-81.92,0.11208,0.12389,0
1028,132.2,-81.92,0.11004,0.153,0
1029,132.2,-81.92,0.10895,0.18285,0
1030,132.2,-81.92,0.10888,0.21253,0
1031,132.2,-81.92,0.1099,0.24109,0
1032,132.2,-81.92,0.11205,0.26758,0
1033,132.2,-81.92,0.11538,0.29117,0
1034,132.2,-81.92,0.11993,0.31127,0
1035,132.2,-81.92,0.12573,0.32753,0
1036,132.2,-81.92,0.13282,0.33985,0
1037,132.2,-81.92,0.14121,0.34837,0
1038,132.2,-81.92,0.15095,0.35341,0
1039,132.2,-81.92,0.16205,0.35538,0
1040,132.2,-81.92,0.17455,0.35476,0
1041,132.2,-81.92,0.18846,0.35203,0
1042,132.2,-81.92,0.20382,0.34766,0
1043,132.2,-81.92,0.22063,0.34206,0
1044,132.2,-81.92,0.2389,0.33558,0
1045,132.2,-81.92,0.25864,0.32852,0
1046,132.2,-81.92,0.27983,0.32114,0
1047,132.2,-81.92,0.30248,0.31364,0
1048,132.2,-81.92,0.32656,0.30615,0
1049,132.2,-81.92,0.35203,0.29881,0
1050,132.2,-81.92,0.37886,0.29171,0
1051,132.2,-81.92,0.40701,0.28489,0
1052,132.2,-81.92,0.43643,0.27842,1
1053,132.2,-81.92,0.46704,0.27232,0
1054,132.2,-81.92,0.49879,0.26659,0
1055,132.2,-81.92,0.53158,0.26127,0
1056,132.2,-81.919,0.56535,0.25633,0
1057,132.2,-81.919,0.59998,0.25179,0
1058,132.21,-81.918,0.6354,0.24763,0
1059,132.21,-81.917,0.67148,0.24385,0
1060,132.21,-81.917,0.70812,0.24042,0
1061,132.21,-81.916,0.74521,0.23735,0
1062,132.21,-81.916,0.78262,0.23462,0
1063,132.21,-81.915,0.82023,0.23222,0
1064,132.21,-81.915,0.85791,0.23013,0
1065,132.21,-81.914,0.89552,0.22835,0
1066,132.21,-81.914,0.93294,0.22686,0
1067,132.21,-81.913,0.97002,0.22566,0
1068,132.21,-81.913,1.0066,0.22472,1
1069,132.21,-81.912,1.0426,0.22405,0
1070,132.21,-81.912,1.0779,0.22363,0
1071,132.21,-81.912,1.1122,0.22346,0
1072,132.21,-81.912,1.1456,0.22353,0
1073,132.22,-81.912,1.1778,0.22383,0
1074,132.22,-81.912,1.2087,0.22436,0
1075,132.22,-81.912,1.2382,0.22512,0
1076,132.22,-81.912,1.2661,0.22609,1
1077,132.22,-81.912,1.2924,0.22727,0
1078,132.22,-81.912,1.3169,0.22867,0
1079,132.22,-81.912,1.3396,0.23027,0
1080,132.23,-81.912,1.3603,0.23209,0
1081,132.23,-81.912,1.3789,0.23411,0
1082,132.23,-81.912,1.3954,0.23633,0
1083,132.23,-81.912,1.4096,0.23876,0
1084,132.23,-81.912,1.4216,0.2414,0
1085,132.23,-81.912,1.4312,0.24424,0
1086,132.23,-81.912,1.4384,0.2473,0
1087,132.24,-81.912,1.4432,0.25057,0
1088,132.24,-81.912,1.4455,0.25406,0
1089,132.24,-81.912,1.4453,0.25777,0
1090,132.24,-81.912,1.4426,0.26171,0
1091,132.24,-81.912,1.4374,0.2659,0
1092,132.24,-81.912,1.4298,0.27032,0
1093,132.24,-81.912,1.4197,0.27501,0
1094,132.25,-81.912,1.4072,0.27996,0
1095,132.25,-81.911,1.3923,0.28519,0
1096,132.25,-81.91,1.3751,0.29072,0
1097,132.25,-81.909,1.3556,0.29655,0
1098,132.25,-81.908,1.3339,0.30271,0
1099,132.25,-81.907,1.3101,0.30923,0
1100,132.26,-81.906,1.2843,0.31611,0
1101,132.26,-81.905,1.2566,0.3234,0
1102,132.26,-81.905,1.2271,0.33112,0
1103,132.26,-81.904,1.1958,0.3393,0
1104,132.26,-81.903,1.163,0.34798,0
1105,132.26,-81.902,1.1288,0.35721,0
1106,132.26,-81.902,1.0932,0.36704,0
1107,132.26,-81.901,1.0565,0.37752,0
1108,132.27,-81.9,1.0187,0.38872,0
1109,132.27,-81.899,0.98004,0.40071,0
1110,132.27,-81.899,0.94065,0.41357,0
1111,132.27,-81.898,0.90069,0.42741,0
1112,132.27,-81.897,0.8603,0.44233,0
1113,132.27,-81.897,0.81966,0.45845,0
1114,132.27,-81.896,0.77891,0.47594,0
1115,132.27,-81.896,0.73823,0.49495,0
1116,132.27,-81.896,0.69778,0.51569,0
1117,132.27,-81.896,0.65772,0.53838,0
1118,132.27,-81.896,0.61821,0.56329,0
1119,132.27,-81.896,0.57943,0.59073,0
1120,132.27,-81.896,0.54155,0.62106,0
1121,132.27,-81.896,0.50472,0.6547,0
1122,132.27,-81.896,0.46913,0.69211,0
1123,132.27,-81.896,0.43496,0.73384,0
1124,132.27,-81.896,0.40238,0.78049,0
1125,132.27,-81.896,0.37157,0.83271,0
1126,132.27,-81.896,0.34274,0.89118,1
1127,132.27,-81.896,0.31606,0.95655,0
1128,132.27,-81.895,0.29174,1.0294,0
1129,132.27,-81.895,0.26994,1.11,0
1130,132.27,-81.895,0.25083,1.1983,0
1131,132.27,-81.895,0.23453,1.2937,0
1132,132.27,-81.895,0.22107,1.395,0
1133,132.27,-81.895,0.21042,1.5002,0
1134,132.27,-81.895,0.20243,1.6067,0
1135,132.27,-81.894,0.19686,1.7117,0
1136,132.27,-81.894,0.19336,1.8127,0
1137,132.27,-81.894,0.19153,1.9074,0
1138,132.27,-81.894,0.19096,1.9944,0
1139,132.27,-81.894,0.19124,2.0728,0
1140,132.27,-81.894,0.19201,2.1425,0
1141,132.27,-81.893,0.19295,2.2036,0
1142,132.27,-81.893,0.19381,2.2565,0
1143,132.27,-81.893,0.19438,2.3019,0
1144,132.27,-81.893,0.1945,2.3404,0
1145,132.27,-81.893,0.19408,2.3724,0
1146,132.27,-81.893,0.19302,2.3986,0
1147,132.27,-81.893,0.19129,2.4193,0
1148,132.27,-81.892,0.18887,2.4349,0
1149,132.27,-81.892,0.18577,2.4457,0
1150,132.27,-81.892,0.182,2.4518,0
1151,132.27,-81.892,0.17759,2.4533,0
1152,132.27,-81.892,0.17261,2.4502,0
1153,132.27,-81.892,0.16711,2.4425,0
1154,132.27,-81.892,0.16117,2.43,0
1155,132.27,-81.891,0.15485,2.4124,0
1156,132.27,-81.891,0.14825,2.3895,0
1157,132.27,-81.891,0.14146,2.3609,0
1158,132.27,-81.891,0.13459,2.3259,0
1159,132.27,-81.891,0.12774,2.2843,0
1160,132.27,-81.891,0.12104,2.2352,0
1161,132.27,-81.891,0.11461,2.1783,0
1162,132.27,-81.89,0.10857,2.1131,0
1163,132.27,-81.89,0.10305,2.0393,0
1164,132.27,-81.89,0.098189,1.957,0
1165,132.27,-81.89,0.09409,1.867,0
1166,132.27,-81.89,0.090847,1.7705,0
1167,132.27,-81.89,0.088519,1.6693,0
1168,132.27,-81.89,0.087121,1.5659,0
1169,132.27,-81.889,0.08662,1.4629,0
1170,132.27,-81.889,0.086942,1.3628,0
1171,132.27,-81.889,0.087975,1.2675,0
1172,132.27,-81.889,0.089588,1.1785,1
1173,132.27,-81.889,0.09164,1.0965,0
1174,132.27,-81.889,0.093995,1.0218,0
1175,132.27,-81.889,0.096527,0.95404,0
